LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
13700,90714,120292,11,215.6120163,13,40.30430134
13700,59012,81465,12,167.4333333,31,
13700,35825,66612,22,231.9014789,29,26.70247344
13700,27536,45819,7,73.45576587,12,28.70919291
13700,70018,89803,24,154.7521209,13,39.38990883
13700,58788,87260,14,103.6928184,24,36.66531854
13700,46000,81000,1.5,101.5666667,25,
13700,64486,84759,4,182.1802565,29,37.07341346
13700,86161,106737,22,135.3327036,23,29.40952403
13700,12577,41075,7,133.5420141,10,22.96477273
13700,95065,123858,9,176.9525325,27,34.59683753
13700,74015,113766,7,75.89241528,14,36.39536633
13700,32942,40143,8,65.00074225,12,30.26836885
13700,96597,120380,13,181.4048504,17,34.31543721
13700,70763,78449,12,271.6567243,36,40.56198365
13700,53094,79069,2,155.8152865,13,29.55636639
13700,60623,83979,,308.1085404,20,29.48252787
13700,84996,112522,9,171.9534106,28,32.84350491
13700,46611,65031,2,179.4433323,13,37.70515917
13700,77824,94840,6,195.0421854,19,43.33534671
13700,88654,114011,10,250.3295845,25,30.97173013
13700,73600,92000,9,347.9666667,42,
13700,59530,81068,0,108.0191417,10,37.84664809
13800,,44459,4,169.0054102,9,21.5328971
13800,73688,94071,9,221.2231427,28,41.48214297
13800,94843,125541,2,159.2524968,26,42.30523974
13800,57481,89421,9,183.1093606,19,22.64339555
13800,76537,108747,5,73.07523809,14,34.2526057
13800,77130,127000,15,296.3333333,19,
13800,35807,40700,1,91.26666667,17,
13800,40674,61216,,108.7902333,19,40.99070382
13800,31974,44417,7,76.93312296,12,30.42242943
13800,85805,135789,15,303.6882297,18,27.86907921
13800,18714,47905,25,259.1030228,19,29.47966234
13800,,43082,0,316.0362444,9,26.16601382
13800,21711,32357,7,105.6662342,17,20.3331556
13800,85969,101664,0,68.58368974,19,36.83942264
13800,75142,95667,19,230.4575544,24,33.38331418
13800,65178,79000,11,111.6,23,
13800,152441,184723,6,217.2421291,25,40.82734463
13800,78645,130104,16,295.7213173,19,29.96660243
13800,67762,80748,8,135.9486225,35,27.19410701
13800,97778,116814,15,120.7813962,22,23.20471329
13800,,44092,5,173.8758677,10,20.6823774
13900,57700,74350,8.5,,,
13900,77699,92587,13,134.6335792,36,39.19614946
13900,,,4,209.4799103,15,35.77489179
13900,11413,81273,7,239.083696,14,19.62614951
13900,64356,88028,13,111.8099755,24,39.00850812
13900,96326,144668,15,142.0379034,21,34.12275351
13900,41641,53200,,83.06246819,15,42.40363421
13900,56710,59348,14,176.5303274,39,24.39371452
13900,68876,90813,,284.4969036,19,31.16414999
13900,62968,84947,13,239.7732321,37,42.23618914
13900,65437,94518,10,182.4007551,19,21.29607532
13900,155486,178789,7,192.482316,26,41.17671183
13900,80960,100730,0,153.0875555,22,40.19530694
13900,62103,80000,5.5,120.7,20,
13900,78442,105065,0,71.55047746,19,34.75170874
13900,,40881,0,297.9070847,8,25.94071095
13900,84427,114209,12,180.1874224,27,33.35187025
13900,144263,167164,8,111.5886033,38,91.61259998
13900,95351,117381,12,210.2021295,11,41.01100137
13900,71425,81012,2,242.9405141,26,32.17503606
13900,51653,85578,13,90.27307943,7,41.69337722
13900,80836,93912,5,69.26840914,20,23.91634661
13900,127259,194233,1,341.6435017,16,40.10765909
13900,103030,114131,3,,0,38.39422244
13900,,80868,18,278.3014245,7,43.31320023
13900,85358,101401,0,145.7941061,22,40.11441144
13900,88746,108160,9,234.9489511,25,30.95143737
13900,77007,96718,8,183.6086672,30,26.43131452
13900,50415,68166,10,235.680967,17,33.77003753
13900,48110,63601,5,153.7353987,12,29.96468739
13900,63831,81378,9,,,24.37105048
13900,,27779,12,95.94866523,9,34.1663452
13900,47741,69111,2,254.2596131,21,28.88561818
13900,33403,69878,8,259.8132832,16,23.73521616
14000,99652,113012,17,255.9614279,16,35.45381036
14000,51721,61193,0,186.9993588,12,25.81001106
14000,,28992,,342.0666667,14,
14000,,,,,,25.68971094
14000,92583,114379,10,169.4483417,27,34.1307686
14000,37019,57125,,69.82355313,15,41.63705877
14000,,58407,8,107.5333333,15,
14000,83645,101615,5,116.3376843,26,28.29673484
14000,67881,93390,,,,
14000,,42500,,,,
14000,62000,88500,9,107.3666667,11,
14000,27872,48125,10,115.6,10,
14000,42767,60950,7,117.6666667,49,
14000,92739,125000,6,248.6,42,
14000,32000,48500,4,255.6666667,35,
14000,42000,60000,27,281.0666667,17,
14000,64000,78000,7.4,174.4333333,20,
14000,65000,,23,109.5666667,15,
14000,139000,159000,13,171.4333333,32,
14000,85200,,8,188.6666667,17,
14000,46400,,18,145.0666667,14,
14000,49207,70525,3,205.9666667,51,
14000,46541,64338,0,204.4094433,12,28.36479851
14000,59736,97411,7,200.1553656,19,20.11698203
14000,63451,105702,8,257.2263251,12,33.90306382
14000,50890,68722,8,135.7684854,49,29.44804553
14000,73062,88783,6,211.1025521,18,42.25458004
14000,43173,65985,5,215.9858947,18,37.14869173
14000,,,17,184.6131909,12,18.19428042
14100,98856,143292,13,105.7717261,21,37.4582804
14100,79345,135554,15,301.5639913,19,29.17813328
14100,36309,53321,8,110.2063505,10,19.18791401
14100,52302,63589,6,130.3424672,8,34.79283165
14100,59402,91057,8,194.6346173,20,22.02326465
14100,54081,68577,8,237.6822783,17,33.08901751
14100,43927,60000,0,0,8,
14100,51723,77207,21,199.533048,15,25.09214722
14100,81894,98285,6,151.4710746,26,42.28213788
14100,86730,117667,1,134.3555745,34,31.98051047
14100,86996,108452,19,134.9932518,24,29.77894608
14100,49927,67761,26,276.5499132,16,36.59939111
14100,65994,80037,8,,,27.73520406
14100,61036,84979,1,174.5911708,23,50.27621494
14200,102512,128657,8,178.3390263,32,27.54114088
14200,84718,103804,21,123.6635751,23,30.63534815
14200,34558,40754,8,76.43121321,11,31.04118388
14200,,31671,13,82.99126514,8,33.21510402
14200,94696,121528,10,209.0518045,12,39.64882408
14200,44412,72946,19,196.1321341,15,23.77320187
14200,68750,88627,10,219.6728008,32,34.6399614
14200,46320,62044,6,106.9838955,49,29.05790842
14200,73533,88924,21,232.353323,23,36.47070702
14200,71979,86443,2,238.2643462,25,32.13676623
14200,100663,122021,0,139.9839768,20,43.79745956
14200,,49060,,,,24.701642
14200,100664,129166,4,255.6876484,41,38.74675979
14200,64235,76965,9,,,24.83595792
14200,60570,74648,2,137.8411053,35,40.2897613
14200,102789,123691,3,127.0600081,26,31.33876448
14200,83231,99400,6,130.1675148,26,27.17296471
14300,52260,73000,0.6,62.9,17,
14300,43826,70517,0,260.0849449,20,28.83993348
14300,85631,100000,20,144.999297,23,30.13063638
14300,19111,49794,23,262.3067403,19,30.93367839
14300,67018,81805,1,253.5924509,25,30.68621875
14300,,63319,0,,0,3.9608595
14300,111623,127049,2,145.1018727,26,34.42963198
14300,60811,89324,8,205.6830398,20,20.98981184
14300,45615,80818,4,115.136885,9,28.73834319
14300,81000,100000,30,333.8333333,50,
14300,21828,38000,17,103.5,17,
14300,37000,54000,0,320.6333333,26,
14300,33261,41835,9,155.1431608,28,40.50295999
14300,93989,117410,10,220.899221,12,39.87750077
14300,85478,113372,9,190.7530437,36,40.77814232
14300,,41870,0,314.4683435,8,27.60891892
14300,,29115,14,82.06640517,7,32.76978633
14300,94062,102052,14,133.3781085,17,35.71661211
14300,80299,123339,,,,35.31117092
14300,31607,70118,6,255.7195673,15,23.0629138
14300,52608,76936,0,217.2771919,9,34.09538404
14300,70322,88626,3,244.8398642,26,32.64754112
14300,89984,121189,4,137.5978233,25,41.61332522
14400,64500,83000,10,83.2,11,
14400,34291,68444,6,262.0791636,15,21.98106645
14400,77366,130330,14,285.200062,18,28.1716511
14400,63671,70982,0,169.346647,34,42.79163252
14400,,69712,0,,0,2.553521964
14400,20996,41987,9,120.9555144,10,21.11871262
14400,32683,48467,11,114.4120329,10,21.46972396
14400,46955,67304,2,171.6224654,13,36.55518895
14400,61121,88844,,295.792111,20,30.30376695
14400,78965,90729,4,132.6602719,26,39.68695911
14400,89605,106290,20,121.7476008,24,29.30354901
14400,45516,63924,,109.3307981,19,40.8719872
14400,75360,105737,8,121.298029,27,24.76189959
14400,79288,92391,8,341.5015591,41,39.4354969
14400,46551,68545,7,118.7464861,49,29.57126338
14400,80123,102223,9,176.418283,30,27.64495462
14400,45138,52029,,94.38539454,15,40.13605421
14400,111914,142105,3,284.516966,46,32.91138466
14400,100487,118911,11,179.341027,27,35.85286371
14400,78777,103344,5,104.4045965,27,24.35085757
14500,52440,62150,4,174.6769004,13,27.19172091
14500,71511,88632,9,85.74814912,11,31.54781167
14500,54927,63177,3,178.9361677,14,27.06223348
14500,,30625,11,89.85657709,9,33.47451381
14500,70896,91652,24,163.9916144,13,41.49281634
14500,35799,51720,10,123.218105,9,18.32493528
14500,67956,80318,1,233.3972732,26,31.31641542
14500,38986,49970,1,220.917262,17,47.91452111
14500,69115,98900,18,177.8666667,11,
14500,49348,68000,0.2,178.6,25,
14500,149000,,25,384.5,71,
14500,100685,129840,9,166.8463963,32,27.52722705
14500,67631,89458,4,24.95552961,4,39.10372517
14500,59465,78444,7,,,24.53994581
14500,,35183,12,94.36324735,8,32.60500098
14500,78503,90558,19,250.4522894,24,36.87623453
14500,41911,54985,4,254.6645258,35,38.72467961
14600,54040,66442,6,237.5992543,18,34.88343531
14600,,66776,8,118.9760627,14,25.96306069
14600,15411,50493,24,259.7468906,19,30.56871339
14600,58229,74027,2,228.560354,9,34.12424228
14600,68182,83091,5,135.8483738,19,24.68413786
14600,46057,63603,,107.1210392,19,41.93203663
14600,59658,80384,8,,,25.1928694
14600,124000,168000,4,146.8666667,29,
14600,4810,88000,14,266.8333333,23,
14600,206126,235912,10,236.5081164,21,30.18121716
14600,28050,49244,9,122.1166394,9,20.82876656
14600,16535,46993,24,260.8915332,20,28.1898371
14600,76194,106461,4,80.70619763,13,34.52955009
14600,21340,44605,13,126.7304283,5,36.46319167
14600,67997,87000,11,93.33333333,23,
14600,82698,104963,30,344.2820203,50,33.9742812
14600,6871,52457,4,317.2440017,16,17.61790872
14600,51613,77912,0,182.8825754,25,32.22445241
14600,86199,95034,,164.29505,25,41.54600252
14600,82051,118505,,,,35.89056247
14600,82837,95796,0,148.3552211,23,42.03308487
14600,63475,89430,,286.3018149,19,28.63806277
14700,49264,68591,9,237.8391591,18,31.25670012
14700,99343,125821,5,257.0475443,41,39.83207903
14700,30306,44195,9,87.43122628,12,29.40493516
14700,47177,68456,3,193.6850688,18,34.54253324
14700,30210,42751,17,86.64182333,17,23.39736224
14700,51829,69136,14,169.9853078,18,35.63539385
14700,148396,162403,13,163.4989942,31,35.42841566
14700,,,,,,24.59537785
14700,10098,51653,3,302.652472,16,18.42392382
14700,76888,96552,9,189.5639063,30,29.41770877
14700,89448,115380,11,222.8150889,12,40.52479687
14700,94672,,14,67.03803191,11,40.31743443
14700,106417,123580,9,166.4960653,31,29.31671006
14700,27235,39102,8,71.42081509,11,29.15169816
14700,77565,101320,6,120.8273719,26,25.27620451
14700,33150,46053,8,76.91471756,11,30.69643481
14700,65660,81937,2,106.6575189,19,25.19780688
14700,35164,68061,5,245.6705776,16,23.11228982
14700,14275,90376,14,273.6025171,23,26.84247974
14700,76931,94245,5,78.68751988,21,25.43031494
14700,63000,89250,4,87.46666667,28,
14700,82967,114835,,,,34.47807397
14700,90662,111778,1,148.4232463,33,31.77010155
14700,35832,66260,7,277.7940868,16,23.70535928
14800,76875,95893,4,88.75457479,21,24.22469542
14800,90722,105695,31,321.4083741,50,35.24074131
14800,48910,70039,8,94.97159599,48,30.92050169
14800,100255,116160,10,184.7772142,26,34.48399039
14800,53738,66258,7,240.8634414,17,34.53249609
14800,50570,69422,3,191.1779415,13,36.64708052
14800,,,0,,,
14800,64365,85272,0,242.552368,26,29.81963439
14800,63800,96500,9,185.4333333,14,
14800,,43475,,339.7,17,
14800,49000,98900,0.1,51.66666667,10,
14800,38000,59000,6,107.5333333,10,
14800,86861,93341,,162.0239464,26,42.89716211
14800,46698,60679,6,126.4938052,10,28.39481736
14800,30282,61986,7,249.2488046,16,21.00928089
14800,41807,50931,4,269.7185483,35,38.50788773
14800,43983,60826,4,113.8979666,9,27.10808171
14800,63508,87310,2,127.1652299,10,38.95372268
14800,60573,93187,0,30.00947426,3,39.08020712
14800,88898,107208,30,329.7602146,50,36.74501301
14800,16448,38774,7,91.00553985,16,19.24035126
14800,73887,109451,6,81.31481864,13,33.98140835
14900,65303,84590,6,121.0649537,19,22.57682394
14900,101179,117405,2,133.9305097,22,35.54740722
14900,70872,88731,4,243.9979348,26,29.04802062
14900,54359,78408,4,129.9677556,24,3.016141451
14900,55480,76464,15,122.0894998,20,43.06260476
14900,56506,81390,12,170.7666667,14,
14900,45701,78186,5,125.0313534,8,26.34385565
14900,85486,97795,,173.010785,26,41.58352917
14900,66329,100824,9,279.2407514,11,36.19837544
14900,89872,118027,0,155.4454529,34,33.13569677
14900,,44066,0,313.7797311,8,27.75194278
14900,87167,114219,8,194.1131735,36,41.3297639
14900,57557,80611,12,103.1065045,7,39.84087535
14900,65843,86628,,288.581891,20,28.27556284
14900,22245,31531,7,91.07421818,16,21.62058028
14900,44588,72331,6,156.3317445,11,28.16444054
14900,82930,103352,6,105.675978,27,27.47381473
14900,87391,99494,18,134.8599969,23,29.53505856
14900,97646,139884,13,119.0831164,22,36.36059707
14900,49849,70075,0,153.691869,25,30.9009156
14900,97930,113886,3,267.8272583,33,28.42029335
14900,51219,144894,1,275.2831155,42,39.32388512
14900,48649,81342,3,110.0567314,8,28.8023987
14900,58204,71257,3,206.5187349,50,43.76293027
14900,69723,83553,5,114.8555346,19,22.9572918
14900,72637,103297,4,83.46608634,20,22.55303962
14900,60667,81293,6,,,27.5737365
14900,45797,71942,11,233.6787307,17,33.55026521
14900,36120,57095,4,239.0236755,35,38.17162353
15000,,54869,8,,,
15000,80988,97404,10,188.501672,30,26.5682704
15000,81483,134347,14,305.9150757,18,29.65356348
15000,93226,108149,11,152.7976908,17,34.25026619
15000,45000,85000,11,110,31,
15000,399550,,0.9,138.1666667,18,
15000,,,1,108.5333333,22,
15000,63000,100050,,135.3,20,
15000,4734,55500,24,14.6,1,
15000,,27500,11,62.3,3,
15000,8200,42075,18,122.2331482,23,
15000,98000,132790,1.5,107.6666667,21,
15000,49200,72900,10,174.0332996,16,
15000,163000,207562,6,247.5842491,27,
15000,45000,68250,7,55.96666667,4,
15000,86000,,1,63.7,27,
15000,37000,58488,2,266.9333333,48,
15000,83000,114000,18,207.2333333,27,
15000,40772,62025,,120.6,19,
15000,20000,47394,13,66.13333333,11,
15000,29000,105000,7,97.66666667,8,
15000,38000,73200,6,171.3,17,
15000,,,0,91.26666667,10,
15000,89000,122400,1,136.4666667,19,
15000,48786,72500,10,75.4,9,
15000,57900,88200,10,,,
15000,34200,38900,9.2,170.7,21,
15000,37624,60562,,186.8666667,26,
15000,106239,135942,19.5,9.1,24,
15000,18500,19000,2,20.16666667,2,
15000,5500,29025,25,275.5,19,
15000,71269,97500,9,118.1666667,19,
15000,96931,137390,0.2,114.8666667,16,
15000,,74750,,,,
15000,2619,57310,0.3,322.6,6,
15000,,87360,28,323.6333333,16,
15000,50000,90000,5.5,130.8666667,22,
15000,18000,163580,7,304.3666667,27,
15000,62000,94575,23,238.4,24,
15000,48882,156000,20,239.5,28,
15000,,48800,2,86.26666667,9,
15000,42720,70000,1,289,10,
15000,73335,99400,0.5,273.9333333,21,
15000,125000,154000,,223.2030702,19,
15000,135442,175900,11,247.5666667,21,
15000,,94000,,186.7,10,
15000,53000,83400,5,120.3,13,
15000,54261,88000,10,,16,
15000,94705,114400,9,300.2666667,19,
15000,42657,65000,18,181.6,23,
15000,122486,159000,5,137,21,
15000,48000,105000,2,142,24,
15000,102988,130000,1.3,289.1666667,47,
15000,86177,111500,14,133.9333333,9,
15000,23473,74000,,244.7666667,50,
15000,72000,95000,0,147.1,18,
15000,59000,86420,1.5,160.3,25,
15000,92000,154000,1,207.9666667,19,
15000,89126,118300,0.4,263.1666667,30,
15000,95300,135700,3,115.6666667,16,
15000,36900,58600,26,247.1,14,
15000,100000,115000,1,128.8666667,30,
15000,116000,202800,3.5,202.9666667,17,
15000,84000,110975,20,282.1666667,17,
15000,15832,35300,1,211.0333333,16,
15000,62674,76950,8,249.5333333,31,
15000,,50000,0,206.9666667,45,
15000,89200,114750,11,114.6,27,
15000,109000,155000,0,105.5,28,
15000,42006,,10,75.33333333,33,
15000,153000,185625,8,154.2,31,
15000,33000,,0.9,144.8666667,20,
15000,116400,146450,17.5,255.6666667,29,
15000,6124,35000,1.5,91.26666667,5,
15000,18900,80400,7,142,12,
15000,54294,85460,18,118.6666667,23,
15000,,26100,1.6,105.4666667,20,
15000,73500,105000,1,205.9333333,25,
15000,40000,58000,4,268.8333333,26,
15000,68000,96000,12,109.5666667,24,
15000,62100,40000,1,111.6,13,
15000,74000,90000,9,136.9666667,27,
15000,16400,205950,10,135.9333333,42,
15000,55300,81000,5.3,259.7333333,30,
15000,166000,182175,3.5,74.06666667,14,
15000,54000,72865,2.9,145.1,15,
15000,47000,73900,2,73.1,16,
15000,82000,130000,18,122.7333333,19,
15000,61438,127300,4,134.2666667,17,
15000,42000,111351,6,225.6333333,17,
15000,79000,108000,0.4,385.5,31,
15000,125000,177100,10,221.1666667,14,
15000,77544,102000,4,11.7,35,
15000,61265,,22,186.6666667,21,
15000,96983,140487,15,132.421919,21,35.3484859
15000,26284,40908,20,198.8312038,16,32.01239231
15000,5627,64962,0,341.5020847,6,39.9967104
15000,46867,67529,7,133.787581,48,31.48646083
15000,73187,111623,4,98.13989369,14,36.23723367
15000,65584,92582,10,82.94897322,10,34.3172408
15000,,68020,1,,0,1.920694367
15000,27954,79333,,256.0038054,49,42.58194893
15000,84832,107207,19,124.4505323,23,28.55818348
15000,89165,106392,12,166.085018,17,35.0331025
15000,44623,72225,1,268.4203579,21,28.13158042
15100,140193,176342,11,248.1884191,20,30.0801582
15100,81461,93548,2,160.1036,22,41.00736353
15100,45351,65481,4,91.71529252,18,39.07015305
15100,,53238,,350.9611645,16,34.05584767
15100,73505,109656,5,81.96415129,13,36.46121054
15100,72645,106343,5,80.77214991,13,34.47559678
15100,49533,63607,2,180.5232928,14,36.37718295
15100,68043,80686,4,119.6724909,20,21.41822746
15100,,57940,0,86.89492992,8,38.85034854
15100,96763,114896,2,144.52965,21,36.37170403
15100,54000,77542,13,122.5666667,26,
15100,,65961,0,,0,1.603507978
15100,38549,59853,5,104.1832474,9,29.14186281
15100,,,0,,0,
15100,60264,87110,5,111.399385,13,26.06204325
15100,53549,99812,4,127.1221472,21,37.95710368
15100,44959,68483,27,279.9479886,17,37.18094785
15100,101378,143229,12,129.5373152,21,36.77621277
15100,45579,54065,,79.75739031,15,41.44733187
15100,26196,45657,9,86.71659339,12,29.32175447
15100,127045,163833,4,135.9752767,21,25.86181234
15100,44700,76456,5,134.5043482,9,29.38399653
15100,39679,62674,5,95.59910086,9,28.50559056
15100,,32289,13,81.95405483,9,33.53470838
15100,81298,108947,9,194.4434657,35,42.24594075
15100,,98114,,198.0753807,10,31.54584266
15200,58000,77000,0.9,127.8666667,26,
15200,5076,66536,2,323.1020042,5,40.25292875
15200,44414,60098,4,105.749642,9,27.37526941
15200,59544,86360,5,120.1367083,12,27.61633383
15200,87116,105971,21,147.9466798,24,27.96155021
15200,47453,73068,20,196.6996956,16,22.38385656
15200,137128,184660,11,254.3560201,21,28.81503564
15200,102925,114520,3,137.3893727,22,36.44647661
15200,85303,131022,14,295.495733,18,29.60992004
15200,49428,62696,27,265.3953128,16,38.50079645
15200,69320,89644,11,91.74348238,11,31.11492975
15200,,67103,1,,0,3.688958496
15200,105328,113931,3,138.1335045,32,61.89063458
15200,47200,74510,17,174.5215618,23,41.86337612
15200,20005,39605,8,96.73490299,10,21.74161074
15200,142766,177998,12,260.3834391,21,27.53327222
15200,96341,118734,1,90.7327804,26,39.14005597
15200,34854,63519,6,275.4796976,15,20.78514557
15200,41049,50892,1,276.1673578,34,38.37983372
15200,43961,62171,,124.8068459,18,39.58005434
15200,90108,118941,2,170.9389426,25,41.15750106
15200,40341,58834,,100.0144552,15,41.10267691
